date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:47:39	29945/29945	---MCZ	200	added ('OK')	text/html	etag:%2275af919fa94339a5170f966cff3ba695%22	https://www.globalnexus.biz/services/corporate-event-management/	C:/Users/Deep%20Zatakiya/Desktop/Deep/www.globalnexus.biz/services/corporate-event-management/index.html	(from https://www.globalnexus.biz/)
20:47:39	0/0	---M-Z	302	error ('Found')	text/html	date:Thu,%2006%20Aug%202020%2015:17:01%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://www.globalnexus.biz/wp-content/uploads/2019/08/c0edb1a025c0a14edf14b45444fcbaa9.jpg	C:/Users/Deep%20Zatakiya/Desktop/Deep/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/www.globalnexus.biz/wp-content/uploads/2019/08/c0edb1a025c0a14edf14b45444fcbaa9.jpg	(from https://www.globalnexus.biz/)
20:47:40	20164/20164	---M--	200	added ('OK')	image/jpeg	etag:%224ec4-5a586347b0282%22	https://www.globalnexus.biz/wp-content/uploads/2019/08/c0edb1a025c0a14edf14b45444fcbaa9.jpg	C:/Users/Deep%20Zatakiya/Desktop/Deep/www.globalnexus.biz/wp-content/uploads/2019/08/c0edb1a025c0a14edf14b45444fcbaa9.jpg	(from https://www.globalnexus.biz/)
20:47:40	29037/29037	---MCZ	200	added ('OK')	text/html	etag:%227de51f4bc2913f9cfcc037459981a6ea%22	https://www.globalnexus.biz/services/product-launches/	C:/Users/Deep%20Zatakiya/Desktop/Deep/www.globalnexus.biz/services/product-launches/index.html	(from https://www.globalnexus.biz/)
20:47:40	0/0	---M-Z	302	error ('Found')	text/html	date:Thu,%2006%20Aug%202020%2015:17:02%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img/https://www.globalnexus.biz/wp-content/uploads/2019/08/b2eb29acd6b777f7b23c07ad0d38f154.jpg	C:/Users/Deep%20Zatakiya/Desktop/Deep/cdn.shortpixel.ai/client/q_glossy,ret_img/https_/www.globalnexus.biz/wp-content/uploads/2019/08/b2eb29acd6b777f7b23c07ad0d38f154.jpg	(from https://www.globalnexus.biz/)
20:47:41	0/0	---M-Z	302	error ('Found')	text/html	date:Thu,%2006%20Aug%202020%2015:17:03%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://www.globalnexus.biz/wp-content/uploads/2019/08/b2eb29acd6b777f7b23c07ad0d38f154.jpg	C:/Users/Deep%20Zatakiya/Desktop/Deep/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/www.globalnexus.biz/wp-content/uploads/2019/08/b2eb29acd6b777f7b23c07ad0d38f154.jpg	(from https://www.globalnexus.biz/)
20:47:41	30543/30543	---MCZ	200	added ('OK')	text/html	etag:%22bf863862719b29db0406bebfed0d11de%22	https://www.globalnexus.biz/services/exhibitions-and-trade-shows/	C:/Users/Deep%20Zatakiya/Desktop/Deep/www.globalnexus.biz/services/exhibitions-and-trade-shows/index.html	(from https://www.globalnexus.biz/)
20:47:41	22649/22649	---M--	200	added ('OK')	image/jpeg	etag:%225879-5a5863455172e%22	https://www.globalnexus.biz/wp-content/uploads/2019/08/b2eb29acd6b777f7b23c07ad0d38f154.jpg	C:/Users/Deep%20Zatakiya/Desktop/Deep/www.globalnexus.biz/wp-content/uploads/2019/08/b2eb29acd6b777f7b23c07ad0d38f154.jpg	(from https://www.globalnexus.biz/)
20:47:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Aug%202020%2015:17:03%20GMT	https://www.globalnexus.biz/our-events/Website-Launch-of-Ministry-of-Culture-Organied-by-Global-Nexus	C:/Users/Deep%20Zatakiya/Desktop/Deep/www.globalnexus.biz/our-events/Website-Launch-of-Ministry-of-Culture-Organied-by-Global-Nexus	(from https://www.globalnexus.biz/)
20:47:42	32049/32049	---MCZ	200	added ('OK')	text/html	etag:%2224865d3dd3d9627e7660f23f1cea7199%22	https://www.globalnexus.biz/services/mice-events/	C:/Users/Deep%20Zatakiya/Desktop/Deep/www.globalnexus.biz/services/mice-events/index.html	(from https://www.globalnexus.biz/)
